ID,Software,Link,Evaluator1,Evaluator2,Evaluator3,Final Decision
C1864,Others,https://stackoverflow.com/questions/41412477/sql-to-get-the-latest-date-time-row-for-each-type,Exclude,Exclude,,Exclude
C1865,Others,https://stackoverflow.com/questions/49654143,Include,Include,,Include
C1866,Others,https://stackoverflow.com/questions/51703109,Include,Include,,Include
C1867,Others,https://stackoverflow.com/questions/49990933,Include,Include,,Include
C1868,Others,https://stackoverflow.com/questions/48046628/already-have-ec2-instance-running-wordpress-how-to-create-configure-auto-scalin,Exclude,Exclude,,Exclude
C1869,Others,https://stackoverflow.com/questions/48046638/how-to-show-a-list-with-large-length-in-ocaml-toplevel,Exclude,Exclude,,Exclude
C1870,Others,https://stackoverflow.com/questions/48047659/how-to-implement-android-web-services-using-core-php,Exclude,Exclude,,Exclude
C1871,Others,https://stackoverflow.com/questions/48047727/wildfly-10-load-balancer-ut005041,Exclude,Exclude,,Exclude
C1872,Others,https://stackoverflow.com/questions/48047847/not-able-to-fetch-logged-in-user-name-when-liferay-is-configured-to-use-basic-au,Exclude,Exclude,,Exclude
C1873,Others,https://stackoverflow.com/questions/48048051/no-access-control-allow-origin-header-error-even-though-it-has-been-configure,Exclude,Exclude,,Exclude
C1874,Others,https://stackoverflow.com/questions/48048078/how-to-access-azure-function-app-connectionstring-using-dotnet-standard,Exclude,Exclude,,Exclude
C1875,Others,https://stackoverflow.com/questions/48048157/unable-to-run-the-postgresql-9-5-wiith-pgadmin-in-windows-8-environment,Exclude,Exclude,,Exclude
C1876,Others,https://stackoverflow.com/questions/48048608/how-to-run-application-found-in-sub-module-from-root-module,Exclude,Exclude,,Exclude
C1877,Others,https://stackoverflow.com/questions/48048611/configuring-git-flow-hook-for-pre-release-using-sourcetree,Exclude,Exclude,,Exclude
C1878,Others,https://stackoverflow.com/questions/48048623/how-to-remove-header-from-eb-response,Exclude,Exclude,,Exclude
C1879,Others,https://stackoverflow.com/questions/48049137/how-to-add-class-to-form-input-field,Exclude,Exclude,,Exclude
C1880,Others,https://stackoverflow.com/questions/48049219/inmemorywebapimodule-status-404-collection-not-found,Exclude,Exclude,,Exclude
C1881,Others,https://stackoverflow.com/questions/48049617/sonataproductbundle-symfony-2-8-instead-of-showing-product-create-form-there-i,Exclude,Exclude,,Exclude
C1882,Others,https://stackoverflow.com/questions/48049676/how-to-claim-a-jwt-token-based-on-user-id-in-lumen,Exclude,Exclude,,Exclude
C1883,Others,https://stackoverflow.com/questions/48049777/run-with-interval-until-condition-or-a-certain-time-elapsed,Exclude,Exclude,,Exclude
C1884,Others,https://stackoverflow.com/questions/48049967/how-share-resx-files-to-another-projects-in-same-solution-in-asp-net-core-mvc,Exclude,Exclude,,Exclude
C1885,Others,https://stackoverflow.com/questions/48050062/configuring-apache-2-4-with-php-5-6-32-configuring-with-source-in-linux,Exclude,Exclude,,Exclude
C1886,Others,https://stackoverflow.com/questions/48050138/bad-value-order-tax-amount,Exclude,Exclude,,Exclude
C1887,Others,https://stackoverflow.com/questions/48050139/force-refresh-the-interface-in-qt-quick,Exclude,Exclude,,Exclude
C1888,Others,https://stackoverflow.com/questions/48050145/errors-in-android-studio-some-strange-error,Exclude,Exclude,,Exclude
C1889,Others,https://stackoverflow.com/questions/58113282,Include,Include,,Include
C1890,Others,https://stackoverflow.com/questions/53993097/uglifyjsplugin-out-of-memeory-error-while-building,Exclude,Exclude,,Exclude
C1891,Others,https://stackoverflow.com/questions/53993128/how-to-use-configuration-variables-on-validation-rules-in-elequent-model,Exclude,Exclude,,Exclude
C1892,Others,https://stackoverflow.com/questions/53993133/ios-mfmailcomposeviewcontroller-not-attaching-file,Exclude,Exclude,,Exclude
C1893,Others,https://stackoverflow.com/questions/53993181/how-to-set-correct-mysql-jdbc-timezone-in-spring-boot-configuration,Exclude,Exclude,,Exclude
C1894,Others,https://stackoverflow.com/questions/53993301/configure-option-in-source-control-missing-from-xcode-10,Exclude,Exclude,,Exclude
C1895,Others,https://stackoverflow.com/questions/53993362/prevent-direct-access-to-uploaded-files-only-for-unauthorized-users-symfony,Exclude,Exclude,,Exclude
C1896,Others,https://stackoverflow.com/questions/53993580/java-apm-agent-with-multiple-tomcats,Exclude,Exclude,,Exclude
C1897,Others,https://stackoverflow.com/questions/53993588/unable-to-write-application-logs-using-externalized-log4j2-xml-configuration-usi,Exclude,Exclude,,Exclude
C1898,Others,https://stackoverflow.com/questions/53994095/navigationcontroller-navigationbar-titleview-is-not-working-in-navigation-bar-la,Exclude,Exclude,,Exclude
C1899,Others,https://stackoverflow.com/questions/53994179/run-maven-build-from-red-hat-jboss-developer-studio-for-maven-java-api-project,Exclude,Exclude,,Exclude
C1900,Others,https://stackoverflow.com/questions/53994197/ajax-request-failed-500-internal-server-error,Exclude,Exclude,,Exclude
C1901,Others,https://stackoverflow.com/questions/53994795/response-body-unchanged-after-being-processed-by-middleware,Exclude,Exclude,,Exclude
C1902,Others,https://stackoverflow.com/questions/53994850/how-to-configure-tslint-or-prettier-to-remove-whitespace-between-if-while-for-an,Exclude,Exclude,,Exclude
C1903,Others,https://stackoverflow.com/questions/53995064/module-parse-failed-unexpected-token-on-react-component-render,Exclude,Exclude,,Exclude
C1904,Others,https://stackoverflow.com/questions/53995087/java-lang-nosuchmethoderror-javax-validation-bootstrapconfiguration-getclockpro,Exclude,Exclude,,Exclude
C1905,Others,https://stackoverflow.com/questions/53995246/atom-editor-syntax-highlighting-for-ini-files-as-java-properties,Exclude,Exclude,,Exclude
C1906,Others,https://stackoverflow.com/questions/53995473/getting-forbidden-error-all-url-in-spring-security-spring-boot,Exclude,Exclude,,Exclude
C1907,Others,https://stackoverflow.com/questions/53995501/referenced-bean-entitymanagerfactory-not-found,Exclude,Exclude,,Exclude
C1908,Others,https://stackoverflow.com/questions/53995535/configuring-mod-jk-to-communicate-tomcat-8-and-apache-2-4-on-centos7,Exclude,Exclude,,Exclude
C1909,Others,https://stackoverflow.com/questions/53992215/using-a-scheduledexecutorservice-to-run-a-task-on-a-periodic-basis-in-java,Exclude,Exclude,,Exclude
C1910,Others,https://stackoverflow.com/questions/53992219/how-to-programmatically-change-style-sheet-of-buttons-in-qt,Exclude,Exclude,,Exclude
C1911,Others,https://stackoverflow.com/questions/53992220/trying-to-put-website-into-maintenance-mode-302-too-many-redirects-htacces,Exclude,Exclude,,Exclude
C1912,Others,https://stackoverflow.com/questions/53992221/node-js-lambda-async-return-undefined,Exclude,Exclude,,Exclude
C1913,Others,https://stackoverflow.com/questions/53992223/unable-to-print-a-class-list-attribute-using-instance-of-a-class,Exclude,Exclude,,Exclude
C1914,Others,https://stackoverflow.com/questions/64793839,Include,Exclude,Exclude,Exclude
C1915,Others,https://stackoverflow.com/questions/61265859,Include,Include,,Include
C1916,Others,https://stackoverflow.com/questions/61927814,Include,Include,,Include
C1917,Others,https://stackoverflow.com/questions/59549464/how-to-add-and-remove-a-user-from-multiple-call-queues-at-a-time-using-ringcentr,Exclude,Exclude,,Exclude
C1918,Others,https://stackoverflow.com/questions/59550153/cloudformation-template-error-the-requested-configuration-is-currently-not-supp,Exclude,Exclude,,Exclude
C1919,Others,https://stackoverflow.com/questions/59550564/kubelet-does-not-have-clusterdns-ip-configured-in-microk8s,Exclude,Exclude,,Exclude
C1920,Others,https://stackoverflow.com/questions/59550885/the-tomcat-connector-configured-to-listen-on-port-8081-failed-to-start-the-port,Exclude,Exclude,,Exclude
C1921,Others,https://stackoverflow.com/questions/59550934/cannot-restart-redis-sentinel-unit,Exclude,Exclude,,Exclude
C1922,Others,https://stackoverflow.com/questions/59551071/spring-boot-ignores-additional-properties-files,Exclude,Exclude,,Exclude
C1923,Others,https://stackoverflow.com/questions/59551865/how-to-get-server-address-and-remoteidentifier,Exclude,Exclude,,Exclude
C1924,Others,https://stackoverflow.com/questions/59552223/flow-external-login-tokens-from-the-identity-server-to-the-client-app,Exclude,Exclude,,Exclude
C1925,Others,https://stackoverflow.com/questions/59552429/how-to-list-all-possible-configuration-options-for-an-azure-service,Exclude,Exclude,,Exclude
C1926,Others,https://stackoverflow.com/questions/59552479/drawing-line-in-d3js-results-in-d3-v5-min-js2-error-path-attribute-d-expect,Exclude,Exclude,,Exclude
C1927,Others,https://stackoverflow.com/questions/59552592/what-is-an-ibm-mq-stanza,Exclude,Exclude,,Exclude
C1928,Others,https://stackoverflow.com/questions/59552760/spring-cors-blocked-on-get,Exclude,Exclude,,Exclude
C1929,Others,https://stackoverflow.com/questions/59553002/poco-c-encryption-decryption,Exclude,Exclude,,Exclude
C1930,Others,https://stackoverflow.com/questions/59553003/why-not-use-command-cflags-fno-stack-protector-directly,Exclude,Exclude,,Exclude
C1931,Others,https://stackoverflow.com/questions/65526503/discord-py-check-if-user-has-role-id-from-list-not-working,Exclude,Exclude,,Exclude
C1932,Others,https://stackoverflow.com/questions/65526568/java-resilience4j-time-limiter-on-my-own-handler,Exclude,Exclude,,Exclude
C1933,Others,https://stackoverflow.com/questions/65526964/avoid-closure-on-fast-path-by-storing-state-into-scoped-locals,Exclude,Exclude,,Exclude
C1934,Others,https://stackoverflow.com/questions/65527215/configure-imap-smtp-on-existing-server-for-existing-domain-ubuntu-20-04,Exclude,Exclude,,Exclude
C1935,Others,https://stackoverflow.com/questions/65527818/how-can-i-use-a-sqlalchemy-automap-object-with-fastapi-pydantic,Exclude,Exclude,,Exclude
C1936,Others,https://stackoverflow.com/questions/65527852/jobs-batch-is-forbidden-user-systemserviceaccountdefaultdefault-cannot,Exclude,Exclude,,Exclude
C1937,Others,https://stackoverflow.com/questions/65527930/how-to-ignore-a-fixed-set-of-changes-from-a-commit-without-adding-to-gitignore,Exclude,Exclude,,Exclude
C1938,Others,https://stackoverflow.com/questions/65528091/how-to-configure-apache-kafka-broker-port-in-server-properties-file,Exclude,Exclude,,Exclude
C1939,Others,https://stackoverflow.com/questions/65528219/java-couldnt-find-or-load-main-class-even-if-manifest-is-correct,Exclude,Exclude,,Exclude
C1940,Others,https://stackoverflow.com/questions/65528423/application-insights-in-console-wpf-application-with-dependencytracking,Exclude,Exclude,,Exclude
C1941,Others,https://stackoverflow.com/questions/65528446/not-able-to-ssh-my-aws-ec2-instance-which-contains-my-wordpress-files,Exclude,Exclude,,Exclude
C1942,Others,https://stackoverflow.com/questions/65528728/django-core-exceptions-improperlyconfigured-error-loading-mysqldb-module-with-m,Exclude,Exclude,,Exclude
C1943,Others,https://stackoverflow.com/questions/65528867/extend-configuration-and-operational-data-contexts-of-identity-server-4,Exclude,Exclude,,Exclude
C1944,Others,https://stackoverflow.com/questions/65528945/nuxt-js-auth-next-module-loginwith-is-not-responding-although-there-is-no-error,Exclude,Exclude,,Exclude
C1945,Others,https://stackoverflow.com/questions/65529196/when-using-an-htaccess-file-i-get-an-internal-error-but-why,Exclude,Exclude,,Exclude
C1946,Others,https://stackoverflow.com/questions/65529702/stomp-client-doesnt-receive-message-on-user-destination,Exclude,Exclude,,Exclude
C1947,Others,https://stackoverflow.com/questions/65529761/spring-cloud-config-server-is-not-working-after-integrating-spring-security,Exclude,Exclude,,Exclude
C1948,Others,https://serverfault.com/questions/1048273/how-to-resolve-a-fresh-vcenter-appliance-reporting-unable-to-save-ip-settings,Exclude,Exclude,,Exclude
C1949,Others,https://serverfault.com/questions/1048279/slurm-with-partial-head-node,Exclude,Exclude,,Exclude
C1950,Others,https://serverfault.com/questions/1048331/links-lynx-curl-and-wget-dont-like-my-new-ssl-certificate-but-chrome-does,Exclude,Exclude,,Exclude
C1951,Others,https://serverfault.com/questions/1048333/why-would-you-want-worker-node-traffic-to-leave-a-vpc-aws-eks,Exclude,Exclude,,Exclude
C1952,Others,https://serverfault.com/questions/1048387/how-to-best-mysql-configuration-in-aws-rds,Exclude,Exclude,,Exclude
C1953,Others,https://serverfault.com/questions/1048400/why-putty-doesnt-accept-ssh-key-exchange-rsa-algorithm,Exclude,Exclude,,Exclude
C1954,Others,https://serverfault.com/questions/1048412/openwrt-allow-ipv6-rule-to-access-a-server-with-global-ipv6-on-local-area,Exclude,Exclude,,Exclude
C1955,Others,https://serverfault.com/questions/1048430/how-to-manage-a-modified-copy-of-a-file,Exclude,Exclude,,Exclude
C1956,Others,https://serverfault.com/questions/1048513/cant-connect-outside-subnet-on-centos-7,Exclude,Exclude,,Exclude
C1957,Others,https://serverfault.com/questions/1048529/jenkins-configuration-matrix-limiter-subset-of-label,Exclude,Exclude,,Exclude
C1958,Others,https://serverfault.com/questions/1048567/unable-to-access-apache-from-port-80-likely-due-to-firewall-configuration,Exclude,Exclude,,Exclude
C1959,Others,https://serverfault.com/questions/1048615/site-to-site-subnet-routed-to-azure-firewall-but-rules-are-being-ignored,Exclude,Exclude,,Exclude
C1960,Others,https://stackoverflow.com/questions/65526387/error-running-libserialport-list-ports-sp-list-ports-failed,Exclude,Exclude,,Exclude
C1961,Others,https://stackoverflow.com/questions/65526392/is-my-ajax-call-function-correct-for-removal-of-table-row,Exclude,Exclude,,Exclude
C1962,Others,https://stackoverflow.com/questions/65526397/r-search-for-the-right-seeds-that-simulate-ar2-with-its-coefficientsphi-1,Exclude,Exclude,,Exclude
C1963,Others,https://stackoverflow.com/questions/65526399/groovy-script-code-to-append-xml-node-taking-15-hours-for-6k-employee-records,Exclude,Exclude,,Exclude
C1964,Others,https://stackoverflow.com/questions/71870967,Include,Include,,Include
C1965,Others,https://stackoverflow.com/questions/72433208,Include,Include,,Include
C1966,Others,https://stackoverflow.com/questions/74168669/,Include,Include,,Include
C1967,Others,https://stackoverflow.com/questions/72641565,Include,Include,,Include
C1968,Others,https://stackoverflow.com/questions/74769168/,Include,Include,,Include
C1969,Others,https://stackoverflow.com/questions/74655996,Include,Include,,Include
C1970,Others,https://stackoverflow.com/questions/73349568/,Include,Include,,Include
C1971,Others,https://stackoverflow.com/questions/72984330,Include,Include,,Include
C1972,Others,https://stackoverflow.com/questions/72959168/,Include,Include,,Include
C1973,Others,https://stackoverflow.com/questions/72172454,Include,Include,,Include
C1974,Others,https://stackoverflow.com/questions/71159585,Include,Include,,Include
C1975,Others,https://stackoverflow.com/questions/74201770,Include,Include,,Include
C1976,Others,https://stackoverflow.com/questions/73529248/,Include,Include,,Include
C1977,Others,https://stackoverflow.com/questions/73414855,Include,Include,,Include
C1978,Others,https://stackoverflow.com/questions/70546524/problems-when-configure-omnet-omnetpp-5-4-1,Exclude,Exclude,,Exclude
C1979,Others,https://stackoverflow.com/questions/70546571/wsl-ubuntu-showing-error-unable-to-open-display-even-after-manually-setting-d,Exclude,Exclude,,Exclude
C1980,Others,https://stackoverflow.com/questions/70546646/single-unit-test-takes-40-50ms-but-10-copies-majority-takes-less-than-1ms,Exclude,Exclude,,Exclude
C1981,Others,https://stackoverflow.com/questions/70546668/how-to-disable-github-branch-protection-rule-for-certain-auto-generated-files,Exclude,Exclude,,Exclude
C1982,Others,https://stackoverflow.com/questions/70546750/how-to-configure-value-in-the-input-field-in-react,Exclude,Exclude,,Exclude
C1983,Others,https://stackoverflow.com/questions/70546874/how-to-verify-http-connection-pool-can-improve-performance,Exclude,Exclude,,Exclude
C1984,Others,https://stackoverflow.com/questions/70546983/helm-construct-dynamic-configmap-from-multiple-configuration-yaml-file,Exclude,Exclude,,Exclude
C1985,Others,https://stackoverflow.com/questions/70547020/configure-spring-gateway-to-forward-web-requests-to-internal-url,Exclude,Exclude,,Exclude
C1986,Others,https://stackoverflow.com/questions/70547362/how-to-read-values-from-appsettings-json-inside-a-class-in-net-6,Exclude,Exclude,,Exclude
C1987,Others,https://stackoverflow.com/questions/70547464/handling-configuration-files-in-full-stack-java-application,Exclude,Exclude,,Exclude
C1988,Others,https://stackoverflow.com/questions/70547533/how-to-my-npm-package-in-a-way-such-that-people-can-load-it-from-jsdelivr,Exclude,Exclude,,Exclude
C1989,Others,https://stackoverflow.com/questions/70547798/django-core-exceptions-improperlyconfigured-set-the-database-url-environment-va,Exclude,Exclude,,Exclude
C1990,Others,https://stackoverflow.com/questions/70548038/changing-php-fpm-values-in-the-local-php-user-ini,Exclude,Exclude,,Exclude
C1991,Others,https://stackoverflow.com/questions/70548136/failed-to-create-spark-session,Exclude,Exclude,,Exclude
C1992,Others,https://stackoverflow.com/questions/70548294/can-early-stage-proposals-be-used-in-typescript,Exclude,Exclude,,Exclude
C1993,Others,https://stackoverflow.com/questions/70549091/ssh-login-not-working-on-centos-due-to-bad-sshd-configuration,Exclude,Exclude,,Exclude
C1994,Others,https://stackoverflow.com/questions/70549200/parse-net-core-configuration-and-modify-the-binding,Exclude,Exclude,,Exclude
C1995,Others,https://stackoverflow.com/questions/70549209/flutter-requests-using-certificates-and-ssl,Exclude,Exclude,,Exclude
C1996,Others,https://stackoverflow.com/questions/70549472/facing-problems-with-ansible-playbooks,Exclude,Exclude,,Exclude
C1997,Others,https://stackoverflow.com/questions/70549739/does-a-custom-vpn-really-ensure-privacy,Exclude,Exclude,,Exclude
C1998,Others,https://stackoverflow.com/questions/70550087/seed-owned-type-in-ef-core-5,Exclude,Exclude,,Exclude
C1999,Others,https://stackoverflow.com/questions/70550128/do-while-loop-behaving-unexpectedly-for-some-inexplicable-reason,Exclude,Exclude,,Exclude
C2000,Others,https://stackoverflow.com/questions/70550129/why-scanf-n-mystring-failed-to-take-input-string-containing-space-on-li,Exclude,Exclude,,Exclude
C2001,Others,https://stackoverflow.com/questions/77125520,Include,Include,,Include
C2002,Others,https://stackoverflow.com/questions/77157071,Include,Include,,Include
C2003,Others,https://stackoverflow.com/questions/77370858,Include,Include,,Include
C2004,Others,https://stackoverflow.com/questions/77076235,Include,Include,,Include
C2005,Others,https://stackoverflow.com/questions/77022598,Include,Include,,Include
C2006,Others,https://stackoverflow.com/questions/76947614,Include,Include,,Include
C2007,Others,https://stackoverflow.com/questions/76286206,Include,Include,,Include
C2008,Others,https://stackoverflow.com/questions/76939220,Include,Include,,Include
C2009,Others,https://stackoverflow.com/questions/76832553,Include,Include,,Include
C2010,Others,https://stackoverflow.com/questions/76802506,Include,Include,,Include
C2011,Others,https://stackoverflow.com/questions/76287046,Include,Include,,Include
C2012,Others,https://stackoverflow.com/questions/75553467/,Include,Include,,Include
C2013,Others,https://stackoverflow.com/questions/74973011/is-there-a-way-to-make-a-configuration-model-with-the-statnet-ecosystem,Exclude,Exclude,,Exclude
C2014,Others,https://stackoverflow.com/questions/74973454/spring-boot-security-filter-chain-has-error,Exclude,Exclude,,Exclude
C2015,Others,https://stackoverflow.com/questions/74973584/modern-typescript-wont-compile-with-webpack-when-using-type-module-in-package,Exclude,Exclude,,Exclude
C2016,Others,https://stackoverflow.com/questions/74973696/unable-to-deploy-my-ror-application-to-fly-io,Exclude,Exclude,,Exclude
C2017,Others,https://stackoverflow.com/questions/74973922/cannot-access-docker-container-due-to-wrong-configuration,Exclude,Exclude,,Exclude
C2018,Others,https://stackoverflow.com/questions/74974027/how-to-start-hashicorp-vault-in-docker-with-existing-secret,Exclude,Exclude,,Exclude
C2019,Others,https://stackoverflow.com/questions/74974087/buildpacks-springboot-port-and-configuration-issues-for-docker-image,Exclude,Exclude,,Exclude
C2020,Others,https://stackoverflow.com/questions/74974973/azure-application-gateway-health-check-returns-301,Exclude,Exclude,,Exclude
C2021,Others,https://stackoverflow.com/questions/74975067/rsyslog-is-not-forwarding-logs-to-elasticsearch,Exclude,Exclude,,Exclude
C2022,Others,https://stackoverflow.com/questions/74975308/failed-to-install-any-r-packages-in-my-conda-virtual-environment,Exclude,Exclude,,Exclude
C2023,Others,https://stackoverflow.com/questions/74975437/how-to-configure-async-apache-http-client-5-to-use-socks-proxy,Exclude,Exclude,,Exclude
C2024,Others,https://stackoverflow.com/questions/74975445/enabling-everyone-write-permission-on-a-host-within-active-directory-using-power,Exclude,Exclude,,Exclude
C2025,Others,https://stackoverflow.com/questions/74975748/how-to-load-split-chunks-in-angular-production,Exclude,Exclude,,Exclude
C2026,Others,https://stackoverflow.com/questions/74975762/docker-and-spring-boot-giving-sun-awt-fontconfiguration-head-is-null,Exclude,Exclude,,Exclude
C2027,Others,https://stackoverflow.com/questions/74976009/bootstrap-4-align-5-cards-in-each-new-lin-filled-with-cards,Exclude,Exclude,,Exclude
C2028,Others,https://stackoverflow.com/questions/74976328/i-want-to-run-hardhat-tests-for-local-network-not-on-testnet-how-to-configure-i,Exclude,Exclude,,Exclude
C2029,Others,https://stackoverflow.com/questions/74976626/creating-an-a-record-to-point-to-s3,Exclude,Exclude,,Exclude
C2030,Others,https://stackoverflow.com/questions/74972589/get-and-set-methods-in-generics-class-implementing-ienumerable,Exclude,Exclude,,Exclude
C2031,Others,https://stackoverflow.com/questions/74972590/blazor-select-value-not-updating,Exclude,Exclude,,Exclude
C2032,Others,https://stackoverflow.com/questions/74972597/extjs-how-fixing-this-error-when-sencha-app-build,Exclude,Exclude,,Exclude
C2033,PHP,https://stackoverflow.com/questions/322877/can-you-enable-variable-highlighting-with-eclipse-pdt,Exclude,Exclude,,Exclude
C2034,PHP,https://stackoverflow.com/questions/337405/whats-the-easiest-way-to-test-php-in-windows-xp-professional,Exclude,Exclude,,Exclude
C2035,PHP,https://stackoverflow.com/questions/370243/expressionengine-multiple-site-manager-and-member-groups,Exclude,Exclude,,Exclude
C2036,PHP,https://stackoverflow.com/questions/374843/making-php-scripts-time-out-so-they-dont-kill-my-server,Exclude,Exclude,,Exclude
C2037,PHP,https://stackoverflow.com/questions/390276/how-to-programmatically-determine-the-document-root-in-php,Exclude,Exclude,,Exclude
C2038,PHP,https://serverfault.com/questions/30967/lighttpd-cannot-create-php-fastcgi-socket,Include,Include,,Include
C2039,PHP,https://serverfault.com/questions/61461/iis6-php-upload,Include,Include,,Include
C2040,PHP,https://serverfault.com/questions/57377/installing-imagick-php-extension-on-ubuntu,Include,Include,,Include
C2041,PHP,https://serverfault.com/questions/32924/how-can-i-make-the-apache-php-setup-on-my-vps-show-php-errors-and-warnings,Include,Include,,Include
C2042,PHP,https://serverfault.com/questions/19561/how-can-i-display-and-log-php-errors-on-iis7/1033328#1033328,Include,Include,,Include
C2043,PHP,https://serverfault.com/questions/78636/php-mail-on-windows-webserver-2008,Include,Include,,Include
C2044,PHP,https://stackoverflow.com/questions/709569/are-php-processes-called-via-ajax-cancelled-on-esc,Exclude,Exclude,,Exclude
C2045,PHP,https://stackoverflow.com/questions/717952/including-different-types-of-files-in-php,Exclude,Exclude,,Exclude
C2046,PHP,https://stackoverflow.com/questions/722947/simple-xml-cross-domain-file-access-disabled,Exclude,Exclude,,Exclude
C2047,PHP,https://stackoverflow.com/questions/723828/removing-an-item-from-magentos-admin-panel-navigation,Exclude,Exclude,,Exclude
C2048,PHP,https://stackoverflow.com/questions/729070/problems-with-php-cli-and-mysql-why-is-mysql-pconnect-not-available,Exclude,Exclude,,Exclude
C2049,PHP,https://stackoverflow.com/questions/735501/how-to-use-php-function-without-load-source-file,Exclude,Exclude,,Exclude
C2050,PHP,https://stackoverflow.com/questions/736450/php-arrow-operator-closing-tags,Exclude,Exclude,,Exclude
C2051,PHP,https://stackoverflow.com/questions/747477/what-is-the-correct-php-configuration-to-connect-to-ms-sql-2000-2005,Exclude,Exclude,,Exclude
C2052,PHP,https://stackoverflow.com/questions/752337/suggestions-tricks-for-throttling-a-php-script,Exclude,Exclude,,Exclude
C2053,PHP,https://stackoverflow.com/questions/2015715/fastest-way-to-store-easily-editable-config-data-in-php,Exclude,Exclude,,Exclude
C2054,PHP,https://stackoverflow.com/questions/2019596/gpg-key-import-through-php-not-working-works-in-shell,Exclude,Exclude,,Exclude
C2055,PHP,https://stackoverflow.com/questions/2028157/jmeter-multiple-users-problem,Exclude,Exclude,,Exclude
C2056,PHP,https://stackoverflow.com/questions/2034481/looking-for-a-db-abstraction-substitute-that-actually-works,Exclude,Exclude,,Exclude
C2057,PHP,https://stackoverflow.com/questions/2034722/pg-connect-takes-longer-than-5-seconds,Exclude,Exclude,,Exclude
C2058,PHP,https://stackoverflow.com/questions/2035344/conditional-configuration-how-to-detect-if-im-local-or-online,Exclude,Exclude,,Exclude
C2059,PHP,https://stackoverflow.com/questions/2036140/what-is-the-best-way-to-represent-configuration-options-internally,Exclude,Exclude,,Exclude
C2060,PHP,https://stackoverflow.com/questions/2036894/how-to-setup-a-zend-application-with-an-application-ini-and-a-user-ini,Exclude,Exclude,,Exclude
C2061,PHP,https://stackoverflow.com/questions/2042850/disable-php-automatic-addion-of-phpsessionid-xxxx-to-url,Exclude,Exclude,,Exclude
C2062,PHP,https://stackoverflow.com/questions/2051577/porting-code-that-used-simplexml-to-dom-in-php,Exclude,Exclude,,Exclude
C2063,PHP,https://serverfault.com/questions/276096/drupal-php-installation-does-not-support-mysql,Include,Include,,Include
C2064,PHP,https://serverfault.com/questions/287788/enabling-apc-causes-internal-server-error,Include,Include,,Include
C2065,PHP,https://serverfault.com/questions/279133/phpmyadmin-file-could-not-be-read,Include,Include,,Include
C2066,PHP,https://serverfault.com/questions/263167/disabling-php-deprecation-warnings-and-notices,Include,Include,,Include
C2067,PHP,https://serverfault.com/questions/226703/php-fpm-said-failed-to-post-process-the-configuration,Include,Include,,Include
C2068,PHP,https://serverfault.com/questions/280916/unable-to-remove-limit-on-memory-usage-for-php-script,Include,Include,,Include
C2069,PHP,https://serverfault.com/questions/237410/need-help-executing-php-on-apple-xserve,Include,Include,,Include
C2070,PHP,https://serverfault.com/questions/313961/cant-upload-5mb-file-using-ajax-file-uploader,Include,Include,,Include
C2071,PHP,https://stackoverflow.com/questions/4707004/doctrine-based-authentication-mechanism-in-symfony2-project,Exclude,Exclude,,Exclude
C2072,PHP,https://stackoverflow.com/questions/4711407/sphinx-php-one-to-many-search,Exclude,Exclude,,Exclude
C2073,PHP,https://stackoverflow.com/questions/4713488/how-do-i-access-configuration-variables-from-my-bootstrap-in-zf,Exclude,Exclude,,Exclude
C2074,PHP,https://stackoverflow.com/questions/4714658/php-upload-fail-empty-files,Exclude,Exclude,,Exclude
C2075,PHP,https://stackoverflow.com/questions/4719157/cannot-get-theme-to-work-on-catalog-view,Exclude,Exclude,,Exclude
C2076,PHP,https://serverfault.com/questions/438943/php5-4-freebsd8-3nginx-cant-get-errors,Include,Include,,Include
C2077,PHP,https://serverfault.com/questions/415430/directadmin-subdomains-documentroot-in-other-users-directory-tree-vs-running,Include,Include,,Include
C2078,PHP,https://serverfault.com/questions/346472/missing-dependency-issue-when-trying-to-install-apc-extension-for-php,Include,Include,,Include
C2079,PHP,https://serverfault.com/questions/420008/php-5-4-on-centos-5-gd-not-working,Include,Include,,Include
C2080,PHP,https://stackoverflow.com/questions/8824786/symfony-sfform-password-required-and-compare,Exclude,Exclude,,Exclude
C2081,PHP,https://stackoverflow.com/questions/8829540/symfony-validation-handling,Exclude,Exclude,,Exclude
C2082,PHP,https://stackoverflow.com/questions/8834891/doctrine2-field-cannot-be-null-when-saving-entity-due-to-relationships,Exclude,Exclude,,Exclude
C2083,PHP,https://stackoverflow.com/questions/8838294/dynamically-add-new-items-in-depth-to-a-multidimensional-array,Exclude,Exclude,,Exclude
C2084,PHP,https://stackoverflow.com/questions/8838563/php-imap-dll-for-php-v-5-2-6-apache-for-windows,Exclude,Exclude,,Exclude
C2085,PHP,https://stackoverflow.com/questions/8842450/phpmyadmin-2002-error,Exclude,Exclude,,Exclude
C2086,PHP,https://stackoverflow.com/questions/8860927/recaptcha-always-returns-false-with-no-error,Exclude,Exclude,,Exclude
C2087,PHP,https://stackoverflow.com/questions/8869856/apc-variable-cache-alternative-for-php-running-as-cgi,Exclude,Exclude,,Exclude
C2088,PHP,https://stackoverflow.com/questions/8874815/php-not-showing-up-in-browser-aptana-studio,Exclude,Exclude,,Exclude
C2089,PHP,https://stackoverflow.com/questions/8876170/wordpress-local-server-to-live-host,Exclude,Exclude,,Exclude
